,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId
1291,ISIS is dropping bombs containing live scorpions,ISIS Blasts Scorpion Bombs At Civilian Areas In Iraq Mosul Residents Living In Fear,for,d1b88b40-8539-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6
1292,ISIS is dropping bombs containing live scorpions,IS using scorpion bombs to terrify Iraqi civilians,for,018044f0-85f6-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6
1293,ISIS is dropping bombs containing live scorpions,"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",for,0c41a910-8538-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6
1294,ISIS is dropping bombs containing live scorpions,Islamic State using SCORPION bombs to terrorise victims,for,da783aa0-8539-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6
1295,ISIS is dropping bombs containing live scorpions,Islamic State fighters detonate SCORPION bombs in terror siege,for,f77bb980-85f5-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6
1296,ISIS is dropping bombs containing live scorpions,ISIS launch SCORPION BOMBS to spread panic in Iraq,for,cc9822b0-8539-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6
1297,ISIS is dropping bombs containing live scorpions,ISIS Unleash Scorpion Bombs In Iraq,for,fcae2370-85f5-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6
1298,ISIS is trying to sell the remains of James Foley,ISIS Is Selling the Body of James Foley for 1 Million,observing,c3e6e170-8137-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1299,ISIS is trying to sell the remains of James Foley,ISIS wants 1M for Foley's body,for,28b500a0-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1300,ISIS is trying to sell the remains of James Foley,ISIS Is Reportedly Trying To Sell James Foley's Remains For 1 Million,observing,2e732fd0-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1301,ISIS is trying to sell the remains of James Foley,ISIS Is Trying To Sell The Body Of U.S. Hostage James Foley For 1 Million,for,bfa87470-8137-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1302,ISIS is trying to sell the remains of James Foley,Fresh agony for James Foley's family as sick ISIS militants try to sell them his headless body for 1million,observing,20227bc0-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1303,ISIS is trying to sell the remains of James Foley,Islamic State trying to SELL decapitated body of US hostage James Foley for 1 MILLION,for,f0258560-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1304,ISIS is trying to sell the remains of James Foley,Isis: James Foley's beheaded body in 1m humanity case sale offer to family,for,44c7e460-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1305,ISIS is trying to sell the remains of James Foley,James Foley beheading: ISIS militants trying to sell murdered hostage's body to his parents for 1m,observing,33256d40-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1306,ISIS is trying to sell the remains of James Foley,ISIS reportedly wants 1 million for beheaded hostage James Foley's corpse,observing,3eda67d0-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1307,ISIS is trying to sell the remains of James Foley,Islamic State Attempting to Sell James Foley's Body for 1 Million,observing,f63d1f30-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1308,ISIS is trying to sell the remains of James Foley,IS reportedly tries to sell slain US hostage's body for 1 million Read more: IS reportedly tries to sell slain US hostage's body for 1 million,observing,fe1f66e0-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1309,ISIS is trying to sell the remains of James Foley,Islamic State puts James Foley's body up for sale for 1M,for,02560bb0-8139-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1
1310,An ISIS treasurer stole money from the organization and fled,Daash Syria Announces Egyptian escape b Zakat funds Google Translate,observing,be88d3c0-ae12-11e4-9a23-0b6010caa867,9cf6ecb0-ae12-11e4-9a23-0b6010caa867
1311,An ISIS treasurer stole money from the organization and fled,An Egyptian ISIS treasurer stole 1 million and fled to Turkey,for,a51d9060-ae12-11e4-9a23-0b6010caa867,9cf6ecb0-ae12-11e4-9a23-0b6010caa867
1312,An ISIS treasurer stole money from the organization and fled,Isis Egyptian treasurer steals Zakat funds and flees to Turkey,observing,fa4c3460-ae12-11e4-9a23-0b6010caa867,9cf6ecb0-ae12-11e4-9a23-0b6010caa867
1313,An ISIS treasurer stole money from the organization and fled,"ISIS Treasurer Reportedly Steals 1M From Group, Flees To Turkey",observing,f6214f60-ae12-11e4-9a23-0b6010caa867,9cf6ecb0-ae12-11e4-9a23-0b6010caa867
1314,Israel caused flooding in Gaza by opening river dams,"Israel opens dams, floods Gaza",for,de796450-bc5f-11e4-b073-ed15c88bfa1e,3d27a920-bc5c-11e4-b073-ed15c88bfa1e
1315,Israel caused flooding in Gaza by opening river dams,"Palestine accuses Israel of opening dams, flooding Gaza, forcing evacuations",observing,da0da5c0-bc5f-11e4-b073-ed15c88bfa1e,3d27a920-bc5c-11e4-b073-ed15c88bfa1e
1316,Israel caused flooding in Gaza by opening river dams,The Flood Libel Propagandists of 2015,against,be182a80-bc5e-11e4-b073-ed15c88bfa1e,3d27a920-bc5c-11e4-b073-ed15c88bfa1e
1317,Israel caused flooding in Gaza by opening river dams,Hundreds of Palestinians flee floods in Gaza as Israel opens dams,for,9c47ecd0-bc5c-11e4-b073-ed15c88bfa1e,3d27a920-bc5c-11e4-b073-ed15c88bfa1e
1318,Israel caused flooding in Gaza by opening river dams,Israel denies causing Gaza floods by opening dams,against,5859d460-bc5d-11e4-b073-ed15c88bfa1e,3d27a920-bc5c-11e4-b073-ed15c88bfa1e
1319,Israel caused flooding in Gaza by opening river dams,Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,for,cf7e6680-bc5f-11e4-b073-ed15c88bfa1e,3d27a920-bc5c-11e4-b073-ed15c88bfa1e
1320,Italian fishermen caught a 280-pound catfish,Italian fisherman catches monstrous 280-pound catfish,for,968f24b0-bd34-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1321,Italian fishermen caught a 280-pound catfish,Caught a catfish record in Po: 127 kg and 2.67 meters,for,df162630-bd33-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1322,Italian fishermen caught a 280-pound catfish,Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,for,a61f5da0-bd34-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1323,Italian fishermen caught a 280-pound catfish,Italian catches huge wels catfish is it a record?,for,a5826c40-bd32-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1324,Italian fishermen caught a 280-pound catfish,Enormous 20-stone catfish caught with fishing rod in Italy after 40-minute boat battle,for,c4fcac00-bd34-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1325,Italian fishermen caught a 280-pound catfish,"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",for,b229cb30-bd34-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1326,Italian fishermen caught a 280-pound catfish,Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,for,b80dd1e0-bd34-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1327,Italian fishermen caught a 280-pound catfish,Monster catfish which looks big enough to swallow a man whole caught in Italy,for,ac1f02a0-bd34-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1328,Italian fishermen caught a 280-pound catfish,Surreal Photos of Fisherman's Jaw-Dropping Catch Will Likely Have People Wondering If it is Real,observing,bc9ad410-bd34-11e4-b073-ed15c88bfa1e,75662380-bd32-11e4-b073-ed15c88bfa1e
1329,An nun in an Italian convent gave birth to a child,"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",for,ee722f00-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1330,An nun in an Italian convent gave birth to a child,Nun who gave birth had no idea she was pregnant,for,b76885e0-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1331,An nun in an Italian convent gave birth to a child,"Nun gives birth, intends to keep baby",for,d1887dd0-a436-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1332,An nun in an Italian convent gave birth to a child,Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,for,f679b1f0-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1333,An nun in an Italian convent gave birth to a child,Cloistered nun has a stomach ache hospital gives birth to a baby Google Translate,for,5e2da870-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1334,An nun in an Italian convent gave birth to a child,Nun complains of stomach pains... and GIVES BIRTH: Sister who had no idea she was pregnant has a baby boy at hospital in Italy,for,f55f36b0-a434-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1335,An nun in an Italian convent gave birth to a child,Nun gives birth to surprise baby after complaining of stomach pains,for,9f54e340-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1336,An nun in an Italian convent gave birth to a child,Nun gives birth to surprise baby after complaining of stomach pains,for,dc363700-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1337,An nun in an Italian convent gave birth to a child,Nun has surprise baby after complaining of stomach pains,observing,e0f78fa0-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1338,An nun in an Italian convent gave birth to a child,Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains had no idea she was pregnant,for,ece6f090-a434-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1339,An nun in an Italian convent gave birth to a child,Wayward sister nun the wiser about baby,for,cea4db50-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1340,An nun in an Italian convent gave birth to a child,Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,for,e8a5a7f0-a435-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1341,An nun in an Italian convent gave birth to a child,Cloistered nun gives birth to a baby The convent: There is a sister Google Translate,observing,f990f980-a434-11e4-aa4f-ff16e52e0d56,ca528da0-a434-11e4-aa4f-ff16e52e0d56
1342,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John identified as British man from West London,for,695e0900-bdb8-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1343,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John identified: ISIS killer named as Mohammed Emwazi from West London,for,76e109a0-bdb4-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1344,Jihadi John is a Londoner named Mohammed Emwazi,Media outlets identify Jihadi John,observing,7b7b5240-bdb4-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1345,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John named as London man,for,c4e00990-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1346,Jihadi John is a Londoner named Mohammed Emwazi,ISIS executioner Jihadi John identified as Mohammed Emwazi,for,e3068b10-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1347,Jihadi John is a Londoner named Mohammed Emwazi,ISIS Militant Jihadi John Identified As Young West Londoner,for,83085bc0-bdb9-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1348,Jihadi John is a Londoner named Mohammed Emwazi,"UPDATED Jihadi John identified as Mohammed Emwazi of London, reports say",observing,801350f0-bdb4-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1349,Jihadi John is a Londoner named Mohammed Emwazi,Islamic State killer Jihadi John named as Mohammed Emwazi,for,b48c8e60-bdb8-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1350,Jihadi John is a Londoner named Mohammed Emwazi,we will only feel closure when there is a bullet between his eyes: Daughter of British hostage beheaded by Jihadi John speaks out as killer is finally unmasked - but how DID he slip through the net?,for,ddfa6dd0-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1351,Jihadi John is a Londoner named Mohammed Emwazi,ISIS executioner Jihadi John named by media,observing,0df02980-bdb9-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1352,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John UNMASKED: Islamic State killer NAMED as west London graduate Mohammed Emwazi,for,02865b00-bdb4-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1353,Jihadi John is a Londoner named Mohammed Emwazi,Identity of ISIS terrorist known as Jihadi John reportedly revealed,observing,0ca35070-bdb4-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1354,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John: Isis fighter named as Mohammed Emwazi from west London,for,ba20b9a0-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1355,Jihadi John is a Londoner named Mohammed Emwazi,Mohammed Emwazi: Man identified as Isis killer Jihadi John was stopped by MI5 while on safari holiday in Africa in 2010,for,824b42c0-bdb8-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1356,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,for,07c484c0-bdb4-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1357,Jihadi John is a Londoner named Mohammed Emwazi,ISIS Executioner Jihadi John Is Named as Mohammed Emwazi,for,6fe97340-bdb8-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1358,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John in ISIS Videos Is Identified as Mohammed Emwazi of London,for,1ab797c0-bdb4-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1359,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John named as Mohammed Emwazi from London,for,90a01580-bdb8-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1360,Jihadi John is a Londoner named Mohammed Emwazi,"Jihadi John named as Mohammed Emwazi, from west London",for,d8e995a0-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1361,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John identity revealed as Mohammed Emwazi: live,for,b45013e0-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1362,Jihadi John is a Londoner named Mohammed Emwazi,Media reports identify Londoner as Islamic State's Jihadi John,observing,fd93e040-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1363,Jihadi John is a Londoner named Mohammed Emwazi,Islamic State militant Jihadi John identified by media,observing,bf31dff0-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1364,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John: Islamic State killer is identified as Londoner Mohammed Emwazi,for,8c9072f0-bdb3-11e4-b073-ed15c88bfa1e,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e
1376,Kim Jong Un broke both of his ankles,Kim Jong-un Had Surgery on Fractured Ankles,observing,f1a154f0-48da-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1377,Kim Jong Un broke both of his ankles,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,for,466f1700-4e3b-11e4-949b-f14041b20838,476ad630-48d7-11e4-9960-a165dd517bbb
1378,Kim Jong Un broke both of his ankles,Kim Had Ankle Surgery: Source,observing,7189edc0-54c6-11e4-b6a0-9705a8f94440,476ad630-48d7-11e4-9960-a165dd517bbb
1379,Kim Jong Un broke both of his ankles,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",observing,4ca22220-48d7-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1380,Kim Jong Un broke both of his ankles,Kim Jong-un is so fat from eating cheese that he has broken his ankles,observing,1703cbc0-497a-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1381,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong-un's mystery illness actually two broken ankles, newspaper says",observing,53d8e030-48da-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1382,Kim Jong Un broke both of his ankles,Cheese addiction breaks Kim Jong-un's ankles,for,85997500-4dba-11e4-949b-f14041b20838,476ad630-48d7-11e4-9960-a165dd517bbb
1383,Kim Jong Un broke both of his ankles,South Korea: Kim Jong Un had ankle surgery to remove cyst,for,bfdda440-5fc4-11e4-9195-d1e79a11f507,476ad630-48d7-11e4-9960-a165dd517bbb
1384,Kim Jong Un broke both of his ankles,Kim Jong-Un in hospital with two fractured ankles after ballooning to around 20 stone and going on numerous meet the people walkabout PR stunts,observing,aae7f970-48d9-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1385,Kim Jong Un broke both of his ankles,Report claims Kim Jong-un underwent surgery to repair fractured ankles,observing,eef36870-48d9-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1386,Kim Jong Un broke both of his ankles,Kim Jong-un: North Korean leader recovering from ankle surgery,observing,d1bb3e90-48d9-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1387,Kim Jong Un broke both of his ankles,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,for,b01affa0-48d9-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1388,Kim Jong Un broke both of his ankles,"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",observing,f6771fb0-4979-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1389,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong-un not missing, just having ankle surgery",for,1b681040-497a-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1390,Kim Jong Un broke both of his ankles,Kim Jong-un so fat he has fractured his ankles,observing,b27c7990-4979-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1391,Kim Jong Un broke both of his ankles,Kim Jong-un So Fat He Injured His Ankles,for,122f1230-497a-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1392,Kim Jong Un broke both of his ankles,Four theories on what may be ailing Kim Jong-un,observing,b75e1980-497b-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1393,Kim Jong Un broke both of his ankles,Kim Jong-un: obese leader fractured both ankles,observing,1fb23d10-497a-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1394,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong Un had ankle surgery, report says",observing,395f0870-48d9-11e4-9960-a165dd517bbb,476ad630-48d7-11e4-9960-a165dd517bbb
1395,Kim Jong Un is ill because he eats too much cheese,Kim Jong-Un may be dying because he is addicted to Swiss Cheese,observing,29fb38c0-458e-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1396,Kim Jong Un is ill because he eats too much cheese,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,for,b9c01340-4e3a-11e4-949b-f14041b20838,a863df20-4582-11e4-a79e-01321ca3a48d
1397,Kim Jong Un is ill because he eats too much cheese,Cheese addiction breaks Kim Jong-un's ankles,for,ce118cf0-4dba-11e4-949b-f14041b20838,a863df20-4582-11e4-a79e-01321ca3a48d
1398,Kim Jong Un is ill because he eats too much cheese,Is Kim Jong ill? North Korean dictator in poor health as his weight has ballooned thanks to an obsession with cheese,for,ecece290-4582-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1399,Kim Jong Un is ill because he eats too much cheese,Kim Jong IS Un-well and it could be GOUT North Korea confirms its young dictator is suffering discomfort after addiction to Swiss cheese revealed,for,0c602e60-458e-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1400,Kim Jong Un is ill because he eats too much cheese,Fat dictator Kim Jong-un dying from cheese addiction,for,e422cb90-4585-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1401,Kim Jong Un is ill because he eats too much cheese,Missing Kim Jong-un suffering with condition after CHEESE binge,for,eecc6c60-4650-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1402,Kim Jong Un is ill because he eats too much cheese,"Switzerland's Assassination, Kim Jong Un Might Die From Cheese Overdose",observing,5d35d980-4583-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1403,Kim Jong Un is ill because he eats too much cheese,Kim Jong-un's discomfort down to cheese addiction,observing,1948b1c0-4650-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1404,Kim Jong Un is ill because he eats too much cheese,Kim Jong-un loves CHEESE so much he is ballooned in size and walks with limp,for,acd14b60-4582-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1405,Kim Jong Un is ill because he eats too much cheese,North Korean dictator Kim Jong-un may be seriously ill from eating too much Emmental cheese: report,observing,e3142210-4582-11e4-a79e-01321ca3a48d,a863df20-4582-11e4-a79e-01321ca3a48d
1406,Kim Jong Un is drinking cobra wine to help restore his virility,Kim Jong-un relying on cobra wine after problems with trouser snake,for,22804b10-74c5-11e4-99be-fb3662a4a6dd,1db46b20-74c5-11e4-99be-fb3662a4a6dd
1407,Kim Jong Un is drinking cobra wine to help restore his virility,Kim Jong-un drinks rare snake wine to boost love life,for,73504fe0-74c5-11e4-99be-fb3662a4a6dd,1db46b20-74c5-11e4-99be-fb3662a4a6dd
1408,Kim Jong Un is drinking cobra wine to help restore his virility,Kim Jong-un necks litres of rare SNAKE wine because he is too fat to please his wife,for,7eb380f0-74c5-11e4-99be-fb3662a4a6dd,1db46b20-74c5-11e4-99be-fb3662a4a6dd
1409,Kim Jong Un is drinking cobra wine to help restore his virility,Snake wine to the rescue of Kim Jong-un's love life,for,1930c250-74c6-11e4-99be-fb3662a4a6dd,1db46b20-74c5-11e4-99be-fb3662a4a6dd
1410,Kim Jong Un is drinking cobra wine to help restore his virility,KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,for,358765d0-74c6-11e4-99be-fb3662a4a6dd,1db46b20-74c5-11e4-99be-fb3662a4a6dd
1411,Kim Jong Un's sister has been put in charge of the country,"What We Know About Kim Yo Jong, Who May Control North Korea",observing,d15457a0-4e85-11e4-949b-f14041b20838,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1412,Kim Jong Un's sister has been put in charge of the country,Kim Jong-Un's Sister Takes Control in North Korea,for,81463560-4b26-11e4-9960-a165dd517bbb,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1413,Kim Jong Un's sister has been put in charge of the country,Is Kim Jong Un's sister Kim Yo Jong in charge?,observing,8b2bfaf0-5018-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1414,Kim Jong Un's sister has been put in charge of the country,Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event but does send a nice flower basket instead,observing,db31e3d0-50da-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1415,Kim Jong Un's sister has been put in charge of the country,Has North Korean dictator Kim Jong-un been replaced by his sister?,observing,79978700-4feb-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1416,Kim Jong Un's sister has been put in charge of the country,Did Kim Yo-Jong Take Kim Jong Un's Role? North Korea Ill Health Rumors Are Fabricated,observing,4c20ae30-4b29-11e4-9960-a165dd517bbb,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1417,Kim Jong Un's sister has been put in charge of the country,Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,observing,46ffd070-4b29-11e4-9960-a165dd517bbb,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1418,Kim Jong Un's sister has been put in charge of the country,Kim Yo-jong in Charge: Kim Jong-un's Sister Replaces North Korean Dictator During Illness,observing,dad40d70-4b29-11e4-9960-a165dd517bbb,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1419,Kim Jong Un's sister has been put in charge of the country,Kim Jong-Un's sister reportedly running N. Korea,observing,30924410-4b26-11e4-9960-a165dd517bbb,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1420,Kim Jong Un's sister has been put in charge of the country,Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea VIDEO,observing,0e148da0-50dd-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1421,Kim Jong Un's sister has been put in charge of the country,"Kim Yo Jong, Kim Jong-Un's Sister, Takes Control of North Korea While Brother Gets Treatment?",observing,240332d0-4dbb-11e4-949b-f14041b20838,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1422,Kim Jong Un's sister has been put in charge of the country,Is Kim Jong-un's sister now the power behind the North Korean throne?,observing,a4bd3cd0-50dc-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1423,Kim Jong Un's sister has been put in charge of the country,N Korean leader misses annual ritual sister takes over duties,observing,f8cbf0b0-5333-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1424,Kim Jong Un's sister has been put in charge of the country,"In Kim Jong Un's absence, his sister may rule. Or not.",observing,bfa0a140-50dc-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb
1425,Jose Canseco was shot,Jose Canseco Accidentally Shoots Self in the Hand at Vegas Home,for,bb9eaf30-5f0d-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
1426,Jose Canseco was shot,ReportJose Canseco accidentally shot at his home tonight,observing,f8cfe290-5f0b-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
