,claimHeadline,articleHeadline,claimId,articleId,articleHeadlineStance
552,Spurned wife leaves cheating husband and her twin naked in busy car park,"Woman catches husband cheating with her twin, humiliates them",1ff5eb30-9ffd-11e4-a353-5b831fe927be,64cb60f0-9ffd-11e4-a353-5b831fe927be,for
553,Spurned wife leaves cheating husband and her twin naked in busy car park,Spurned wife leaves cheating husband and twin naked in busy car park,1ff5eb30-9ffd-11e4-a353-5b831fe927be,46bbe9e0-9ffd-11e4-a353-5b831fe927be,for
554,Spurned wife leaves cheating husband and her twin naked in busy car park,"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",1ff5eb30-9ffd-11e4-a353-5b831fe927be,3ed9f050-9ffd-11e4-a353-5b831fe927be,for
555,Spurned wife leaves cheating husband and her twin naked in busy car park,Scorned wife leaves love-rat husband and twin sister NAKED in car park,1ff5eb30-9ffd-11e4-a353-5b831fe927be,5eb32ae0-9ffd-11e4-a353-5b831fe927be,for
561,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,China: Satirical site warns citizens over name choices,76ef0580-822e-11e4-be1a-2d20e0ce9757,3d545bd0-822f-11e4-be1a-2d20e0ce9757,against
562,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,Chinese State Media Warns People To Stop Calling Themselves Dumbledore,76ef0580-822e-11e4-be1a-2d20e0ce9757,4b222440-822f-11e4-be1a-2d20e0ce9757,for
563,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,Tips for Chinese choosing an English name,76ef0580-822e-11e4-be1a-2d20e0ce9757,507a8cc0-822f-11e4-be1a-2d20e0ce9757,for
564,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",76ef0580-822e-11e4-be1a-2d20e0ce9757,561fb5b0-822f-11e4-be1a-2d20e0ce9757,against
565,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,Chinese advised to choose British-sounding names to get ahead,76ef0580-822e-11e4-be1a-2d20e0ce9757,424af540-822f-11e4-be1a-2d20e0ce9757,for
566,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,The Chinese Guide to Avoiding a Bad English Name,76ef0580-822e-11e4-be1a-2d20e0ce9757,46b1d1d0-822f-11e4-be1a-2d20e0ce9757,for
567,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,Satirical news site attacks China's weird English names,76ef0580-822e-11e4-be1a-2d20e0ce9757,3646f050-822f-11e4-be1a-2d20e0ce9757,against
568,Claim a Chinese man chopped off his own penis due to his frustration with not finding love,Unlucky in love man chops off own penis,4893f040-a5c6-11e4-aa4f-ff16e52e0d56,26c0c500-a5c7-11e4-aa4f-ff16e52e0d56,for
569,Claim a Chinese man chopped off his own penis due to his frustration with not finding love,Unlucky in love man CHOPS OFF own penis because he was fed up with not having a girlfriend,4893f040-a5c6-11e4-aa4f-ff16e52e0d56,53faf1e0-a5c6-11e4-aa4f-ff16e52e0d56,for
570,Claim a Chinese man chopped off his own penis due to his frustration with not finding love,"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",4893f040-a5c6-11e4-aa4f-ff16e52e0d56,1d3dc5a0-a5c7-11e4-aa4f-ff16e52e0d56,for
609,Comcast is telling customers Tor is illegal to use,Comcast calls rumor that it disconnects Tor users wildly inaccurate,079e11c0-3ce3-11e4-bc0b-3f922b93930d,82d5e8c0-3d12-11e4-bc0b-3f922b93930d,against
610,Comcast is telling customers Tor is illegal to use,Comcast blocks Tor updated,079e11c0-3ce3-11e4-bc0b-3f922b93930d,880e6d30-3d12-11e4-bc0b-3f922b93930d,for
611,Comcast is telling customers Tor is illegal to use,Setting the record straight on tor,079e11c0-3ce3-11e4-bc0b-3f922b93930d,6c0acbb0-3d12-11e4-bc0b-3f922b93930d,against
612,Comcast is telling customers Tor is illegal to use,"Comcast Is Threatening to Cut Off Customers Who Use Tor, a Private Web Browser",079e11c0-3ce3-11e4-bc0b-3f922b93930d,0cca6130-3ce3-11e4-bc0b-3f922b93930d,for
613,Comcast is telling customers Tor is illegal to use,"Comcast Denies It Will Cut Off Customers Who Use Tor, The Web Browser For Criminals",079e11c0-3ce3-11e4-bc0b-3f922b93930d,0976a250-3ce3-11e4-bc0b-3f922b93930d,against
614,Comcast is telling customers Tor is illegal to use,Comcast Declares War on Tor?,079e11c0-3ce3-11e4-bc0b-3f922b93930d,5fcf9580-3ce3-11e4-bc0b-3f922b93930d,observing
615,Comcast is telling customers Tor is illegal to use,Comcast Says You Can Keep Your Tor,079e11c0-3ce3-11e4-bc0b-3f922b93930d,8bd909c0-3d12-11e4-bc0b-3f922b93930d,against
616,A 50-foot crab was photographed in the U.K.,50 foot crab : Is this a Crabzilla spotted in the UK?,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,1524d660-555e-11e4-aaf5-a1ddcfbcd5a9,observing
617,A 50-foot crab was photographed in the U.K.,Crabzilla a 50-foot colossal conundrum,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,1fbf6040-555e-11e4-aaf5-a1ddcfbcd5a9,observing
618,A 50-foot crab was photographed in the U.K.,"Could Crabzilla, a 50-foot-long crab be real?",5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,a5004bd0-5567-11e4-aaf5-a1ddcfbcd5a9,observing
619,A 50-foot crab was photographed in the U.K.,The papers: Pension reforms - and crabzilla,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,b6915dd0-5567-11e4-aaf5-a1ddcfbcd5a9,observing
620,A 50-foot crab was photographed in the U.K.,The Whole Internet Is Waiting For This Pic Of A Monster 50-Foot Crab To Be Declared A Hoax,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,e5cc6f50-555c-11e4-aaf5-a1ddcfbcd5a9,against
621,A 50-foot crab was photographed in the U.K.,Crabzilla Photo appears to show giant CRAB measuring at least 50ft across lurking in the waters off Whitstable,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,a0c5b060-555c-11e4-aaf5-a1ddcfbcd5a9,observing
622,A 50-foot crab was photographed in the U.K.,Is Crabzilla real or not? Leading marine biologist rules picture of giant crab lurking in shallow waters must be a HOAX,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,bece96c0-5567-11e4-aaf5-a1ddcfbcd5a9,against
623,A 50-foot crab was photographed in the U.K.,Is this Crabzilla? Giant crab measuring 50ft spotted off British coast,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,b7e444a0-555c-11e4-aaf5-a1ddcfbcd5a9,observing
624,A 50-foot crab was photographed in the U.K.,Crabzilla or Crapzilla -- You Decide,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,ec9027a0-555c-11e4-aaf5-a1ddcfbcd5a9,observing
625,A 50-foot crab was photographed in the U.K.,Crabzilla Satellite Picture Reveals Giant Crustacean Lurking Off The Coast Of Whitstable,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,ca3af090-555c-11e4-aaf5-a1ddcfbcd5a9,for
626,A 50-foot crab was photographed in the U.K.,Five reasons Crabzilla is definitely not real,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,0d9251d0-555d-11e4-aaf5-a1ddcfbcd5a9,against
627,A 50-foot crab was photographed in the U.K.,"Crabzilla: Photo Appears To Show Giant, 50-Foot Crab Lurking In British Waters",5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,2a673090-555e-11e4-aaf5-a1ddcfbcd5a9,observing
628,A 50-foot crab was photographed in the U.K.,Mystery of 50ft giant crab caught on camera in Kent harbour,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,2f5c1c50-555e-11e4-aaf5-a1ddcfbcd5a9,observing
629,A 50-foot crab was photographed in the U.K.,"50ft crustacean, dubbed Crabzilla, photographed lurking beneath the waters in Whitstable",5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,3f7beb10-555e-11e4-aaf5-a1ddcfbcd5a9,for
630,A 50-foot crab was photographed in the U.K.,Crabzilla artist Quinton Winter reveals all after image of crab off Whitstable appeared at Horsebridge Centre,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,99b6bd40-5567-11e4-aaf5-a1ddcfbcd5a9,observing
631,A 50-foot crab was photographed in the U.K.,Mystery of 50ft giant crab caught on camera yards from British harbour,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,138d8a00-555d-11e4-aaf5-a1ddcfbcd5a9,for
632,A 50-foot crab was photographed in the U.K.,Crabzilla spotted off the coast of Britain,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,ba6f0d30-5567-11e4-aaf5-a1ddcfbcd5a9,for
633,A 50-foot crab was photographed in the U.K.,Is this Crabzilla? Giant Monster Crab Caught on Camera,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,343edfa0-555e-11e4-aaf5-a1ddcfbcd5a9,observing
634,A 50-foot crab was photographed in the U.K.,Crabzilla,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,65069580-555c-11e4-aaf5-a1ddcfbcd5a9,observing
635,A 50-foot crab was photographed in the U.K.,Is this a Crabzilla spotted in the UK? Monster crab measures about 50 feet,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,255c72e0-555e-11e4-aaf5-a1ddcfbcd5a9,observing
636,A 50-foot crab was photographed in the U.K.,Giant Crab,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,3a95a550-555e-11e4-aaf5-a1ddcfbcd5a9,for
645,Apple will offer custom engraving on the Apple Watch,Apple rumored to further enhance personalization of Apple Watch with custom engravings,5a4ffdb0-c371-11e4-9435-a96703525a9e,65a8ce80-c371-11e4-9435-a96703525a9e,observing
646,Apple will offer custom engraving on the Apple Watch,APPLE WATCH: THE ENGRAVING MAY ALSO BE PART OF THE SHOW,5a4ffdb0-c371-11e4-9435-a96703525a9e,6d05e0a0-c371-11e4-9435-a96703525a9e,observing
647,NBC meteorologist Mike Seidel was caught relieving himself on camera,Brian Williams Debunks Peeing Meteorologist Report On NBC Nightly News: Video,33564930-6458-11e4-b3d8-a32d8ec8ad5e,8cdbc430-6458-11e4-b3d8-a32d8ec8ad5e,against
648,NBC meteorologist Mike Seidel was caught relieving himself on camera,Weatherman caught peeing live on camera,33564930-6458-11e4-b3d8-a32d8ec8ad5e,a09bbcc0-645b-11e4-b3d8-a32d8ec8ad5e,for
649,NBC meteorologist Mike Seidel was caught relieving himself on camera,Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,33564930-6458-11e4-b3d8-a32d8ec8ad5e,05f3de60-645a-11e4-b3d8-a32d8ec8ad5e,against
650,NBC meteorologist Mike Seidel was caught relieving himself on camera,Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,33564930-6458-11e4-b3d8-a32d8ec8ad5e,b9a52680-645a-11e4-b3d8-a32d8ec8ad5e,observing
651,NBC meteorologist Mike Seidel was caught relieving himself on camera,WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,33564930-6458-11e4-b3d8-a32d8ec8ad5e,48450850-645c-11e4-b3d8-a32d8ec8ad5e,observing
652,NBC meteorologist Mike Seidel was caught relieving himself on camera,NBC weatherman caught urinating in the woods live on air,33564930-6458-11e4-b3d8-a32d8ec8ad5e,eec77c90-645b-11e4-b3d8-a32d8ec8ad5e,for
653,NBC meteorologist Mike Seidel was caught relieving himself on camera,Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera UPDATED,33564930-6458-11e4-b3d8-a32d8ec8ad5e,c4c34a30-6458-11e4-b3d8-a32d8ec8ad5e,for
654,NBC meteorologist Mike Seidel was caught relieving himself on camera,Wild Misinformation: Brian Williams Explains the Mike Seidel Liveshot,33564930-6458-11e4-b3d8-a32d8ec8ad5e,a62f87f0-6458-11e4-b3d8-a32d8ec8ad5e,against
655,NBC meteorologist Mike Seidel was caught relieving himself on camera,"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",33564930-6458-11e4-b3d8-a32d8ec8ad5e,7e0f9e90-6458-11e4-b3d8-a32d8ec8ad5e,against
656,NBC meteorologist Mike Seidel was caught relieving himself on camera,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,33564930-6458-11e4-b3d8-a32d8ec8ad5e,930c6440-6458-11e4-b3d8-a32d8ec8ad5e,for
657,NBC meteorologist Mike Seidel was caught relieving himself on camera,Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,33564930-6458-11e4-b3d8-a32d8ec8ad5e,38dcc690-6458-11e4-b3d8-a32d8ec8ad5e,observing
658,NBC meteorologist Mike Seidel was caught relieving himself on camera,SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast network says he was looking for phone,33564930-6458-11e4-b3d8-a32d8ec8ad5e,77dc1850-6458-11e4-b3d8-a32d8ec8ad5e,observing
659,NBC meteorologist Mike Seidel was caught relieving himself on camera,Weather Channel's Mike Seidel was not caught with his pants down,33564930-6458-11e4-b3d8-a32d8ec8ad5e,d925cbb0-6458-11e4-b3d8-a32d8ec8ad5e,against
660,NBC meteorologist Mike Seidel was caught relieving himself on camera,Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports Video,33564930-6458-11e4-b3d8-a32d8ec8ad5e,2245b500-645c-11e4-b3d8-a32d8ec8ad5e,against
661,NBC meteorologist Mike Seidel was caught relieving himself on camera,Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch,33564930-6458-11e4-b3d8-a32d8ec8ad5e,97684450-6458-11e4-b3d8-a32d8ec8ad5e,observing
662,The woman behind the hugely popular DC Toys Collector Disney Collector YouTube channel is a former porn star,REVEALED: Woman Behind 5 Million Per Year Youtube Channel Is a Former Porn Star Read more at: http:nextshark.comrevealed-woman-behind-5-million-per-year-youtube-channel-is-a-former-porn-starrmns,6c3b2070-bd38-11e4-b073-ed15c88bfa1e,79627a40-bd39-11e4-b073-ed15c88bfa1e,for
663,The woman behind the hugely popular DC Toys Collector Disney Collector YouTube channel is a former porn star,Mystery woman behind the richest hands on the internet revealed: Former pornstar makes 5m a year unwrapping Disney toys on YouTube,6c3b2070-bd38-11e4-b073-ed15c88bfa1e,74272c20-bd38-11e4-b073-ed15c88bfa1e,for
664,The woman behind the hugely popular DC Toys Collector Disney Collector YouTube channel is a former porn star,"Former Porn Star Behind YouTube Sensation DC Toy Collector, Makes 5 Million Per Year Unboxing Disney Toys",6c3b2070-bd38-11e4-b073-ed15c88bfa1e,7d2ca1a0-bd39-11e4-b073-ed15c88bfa1e,for
665,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Dog Found Abandoned With Suitcase Filled With His Belongings,26ced990-9683-11e4-87a8-1d5d45e62193,3e571a30-9685-11e4-87a8-1d5d45e62193,for
666,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Dog abandoned at Ayr station with belongings in suitcase,26ced990-9683-11e4-87a8-1d5d45e62193,63254080-9685-11e4-87a8-1d5d45e62193,for
667,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree,26ced990-9683-11e4-87a8-1d5d45e62193,309d00d0-9685-11e4-87a8-1d5d45e62193,for
668,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Dog abandoned at Scottish rail station with suitcase full of belongings Read more: http:www.ctvnews.caworlddog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026ixzz3O9Shc1IO,26ced990-9683-11e4-87a8-1d5d45e62193,4b608130-9685-11e4-87a8-1d5d45e62193,for
669,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,From the Philippines to Canada: Dog-lovers around the world offer home to abandoned Shar-Pei Kai - but carers say he will stay in Scotland after he turned up at train station,26ced990-9683-11e4-87a8-1d5d45e62193,f509c400-969c-11e4-87a8-1d5d45e62193,for
670,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Hunt for cruel owner who abandoned dog at train station,26ced990-9683-11e4-87a8-1d5d45e62193,1dcfff80-969d-11e4-87a8-1d5d45e62193,for
671,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Dog found abandoned outside railway station with suitcase of his belongings,26ced990-9683-11e4-87a8-1d5d45e62193,137b0a20-969d-11e4-87a8-1d5d45e62193,for
672,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,26ced990-9683-11e4-87a8-1d5d45e62193,37d06ae0-9685-11e4-87a8-1d5d45e62193,for
673,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Dog abandoned at railway station with suitcase set for happy ending as offers pour in,26ced990-9683-11e4-87a8-1d5d45e62193,18bbcbf0-969d-11e4-87a8-1d5d45e62193,for
674,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Dog found abandoned at Scottish train station with suitcase of belongings,26ced990-9683-11e4-87a8-1d5d45e62193,23423190-969d-11e4-87a8-1d5d45e62193,for
675,An abandoned dog was found at Scottish railway station with a suitcase of his belongings,Dog abandoned at Scotland train station with suitcase,26ced990-9683-11e4-87a8-1d5d45e62193,0dc90ff0-969d-11e4-87a8-1d5d45e62193,for
676,eBay will make an Apple Watch app,eBay developing Apple Watch software with ties to iOS app,f7f23480-c36b-11e4-9435-a96703525a9e,1816cff0-c36c-11e4-9435-a96703525a9e,for
677,eBay will make an Apple Watch app,EBay appears to be planning an Apple Watch app,f7f23480-c36b-11e4-9435-a96703525a9e,13d53930-c36d-11e4-9435-a96703525a9e,observing
678,eBay will make an Apple Watch app,eBay is planning an Apple Watch app,f7f23480-c36b-11e4-9435-a96703525a9e,10b7a580-c36d-11e4-9435-a96703525a9e,for
679,eBay will make an Apple Watch app,eBay working on bidding app for Apple Watch,f7f23480-c36b-11e4-9435-a96703525a9e,0dee9a70-c36d-11e4-9435-a96703525a9e,for
680,"A man in Frisco, Texas being examined for Ebola came into direct contact with Ebola victim Thomas E. Duncan",Man With Ebola-Like Symptoms Claims Contact With Patient Zero in Texas,488d31a0-4f23-11e4-949b-f14041b20838,3745b980-4f28-11e4-949b-f14041b20838,observing
681,"A man in Frisco, Texas being examined for Ebola came into direct contact with Ebola victim Thomas E. Duncan",Update: Frisco paramedics transporting patient believed to be exhibiting Ebola-like symptoms,488d31a0-4f23-11e4-949b-f14041b20838,eeb3e9f0-4f25-11e4-949b-f14041b20838,observing
682,"A man in Frisco, Texas being examined for Ebola came into direct contact with Ebola victim Thomas E. Duncan",Texas deputy showing Ebola symptoms was sent into patient zero's apartment WITHOUT protection but started growing concerned when his squad car and his uniform were quarantined,488d31a0-4f23-11e4-949b-f14041b20838,7e552110-4f25-11e4-949b-f14041b20838,for
683,"A man in Frisco, Texas being examined for Ebola came into direct contact with Ebola victim Thomas E. Duncan",Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,488d31a0-4f23-11e4-949b-f14041b20838,2aca3dd0-4f2c-11e4-949b-f14041b20838,observing
684,"A man in Frisco, Texas being examined for Ebola came into direct contact with Ebola victim Thomas E. Duncan",Frisco: Sick patient claims to have had contact with Ebola victim,488d31a0-4f23-11e4-949b-f14041b20838,b0782130-4f23-11e4-949b-f14041b20838,observing
695,"The town of Purdon, Texas was quarantined after a family of five tested positive for Ebola",Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,447e5cf0-5401-11e4-b6a0-9705a8f94440,4931abd0-5401-11e4-b6a0-9705a8f94440,for
696,"The town of Purdon, Texas was quarantined after a family of five tested positive for Ebola",UPDATE: Internet report of Ebola outbreak in Purdon not true,447e5cf0-5401-11e4-b6a0-9705a8f94440,5462d060-5401-11e4-b6a0-9705a8f94440,against
697,"The town of Purdon, Texas was quarantined after a family of five tested positive for Ebola",Report of quarantined Texas town NOT real shared on a fake news website,447e5cf0-5401-11e4-b6a0-9705a8f94440,9e61eb90-5403-11e4-b6a0-9705a8f94440,against
698,"The town of Purdon, Texas was quarantined after a family of five tested positive for Ebola",Officials: Report That Area Town Is Under Ebola Quarantine Is False,447e5cf0-5401-11e4-b6a0-9705a8f94440,5d9b5940-5401-11e4-b6a0-9705a8f94440,against
699,"The town of Purdon, Texas was quarantined after a family of five tested positive for Ebola","Texas, Hold Em",447e5cf0-5401-11e4-b6a0-9705a8f94440,a2f408c0-5401-11e4-b6a0-9705a8f94440,observing
700,"The town of Purdon, Texas was quarantined after a family of five tested positive for Ebola",Purdon Ebola Hoax: Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus Report Totally Fake,447e5cf0-5401-11e4-b6a0-9705a8f94440,4eec0a70-5401-11e4-b6a0-9705a8f94440,against
701,A ghost ship filled with Ebola-infected rats is heading towards Florida.,Ghost Ship,960251d0-9844-11e4-bf59-1bb8b99952ce,31bad250-9845-11e4-bf59-1bb8b99952ce,observing
706,ESPN planned a special domestic violence panel that didn't include any women,"No, ESPN is not having an all-male domestic violence panel tonight",fb885e70-47f7-11e4-9960-a165dd517bbb,071c7270-4817-11e4-9960-a165dd517bbb,against
707,ESPN planned a special domestic violence panel that didn't include any women,That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,fb885e70-47f7-11e4-9960-a165dd517bbb,022f3ff0-47f8-11e4-9960-a165dd517bbb,against
708,ESPN planned a special domestic violence panel that didn't include any women,UPDATED 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,fb885e70-47f7-11e4-9960-a165dd517bbb,0fd62a00-47f9-11e4-9960-a165dd517bbb,for
709,ESPN planned a special domestic violence panel that didn't include any women,ESPN's Domestic Violence Panel Is Missing Something Important,fb885e70-47f7-11e4-9960-a165dd517bbb,d1119750-47f8-11e4-9960-a165dd517bbb,for
710,ESPN planned a special domestic violence panel that didn't include any women,ESPN's All-Male Monday Night Football Panel On Domestic Violence Is Not Real,fb885e70-47f7-11e4-9960-a165dd517bbb,8441e970-4816-11e4-9960-a165dd517bbb,against
711,ESPN planned a special domestic violence panel that didn't include any women,ESPN's Domestic Abuse Tonight Panel Will Be 100 Dudes,fb885e70-47f7-11e4-9960-a165dd517bbb,a476dec0-47f9-11e4-9960-a165dd517bbb,for
712,ESPN planned a special domestic violence panel that didn't include any women,ESPN to save NFL's image with all-male domestic abuse discussion,fb885e70-47f7-11e4-9960-a165dd517bbb,54168bb0-47f9-11e4-9960-a165dd517bbb,for
713,ESPN planned a special domestic violence panel that didn't include any women,There was never a panel discussion on domestic violence planned for ESPN's Monday Night Football pregame show,fb885e70-47f7-11e4-9960-a165dd517bbb,a9d90b40-47f9-11e4-9960-a165dd517bbb,against
716,The BBC carried a report that questions the official version of the Charlie Hebdo murders,Doubts raised over authenticity of Charlie Hebdo footage.,420c6cd0-9a71-11e4-bf59-1bb8b99952ce,927b4960-9a72-11e4-bf59-1bb8b99952ce,for
717,The BBC carried a report that questions the official version of the Charlie Hebdo murders,Fake BBC News website set up to carry Charlie Hebdo attack conspiracy theories,420c6cd0-9a71-11e4-bf59-1bb8b99952ce,61c63880-9a71-11e4-bf59-1bb8b99952ce,against
718,A woman aborted a fetus after discovering it was male,"Feminist Aborts Baby For Being A Boy, Shocked People Don't Approve",b82c9a40-b20c-11e4-9a23-0b6010caa867,a5de5d50-b20d-11e4-9a23-0b6010caa867,for
719,A woman aborted a fetus after discovering it was male,I aborted my baby because it was a boy,b82c9a40-b20c-11e4-9a23-0b6010caa867,3e81fbb0-b219-11e4-9a23-0b6010caa867,for
720,A woman aborted a fetus after discovering it was male,Feminist says she aborted baby because it was a boy,b82c9a40-b20c-11e4-9a23-0b6010caa867,9afa9570-b20d-11e4-9a23-0b6010caa867,for
721,A woman aborted a fetus after discovering it was male,Feminist Lana Aborts Baby Because It's A Boy And Is Surprised By Backlash,b82c9a40-b20c-11e4-9a23-0b6010caa867,93ae2520-b20d-11e4-9a23-0b6010caa867,for
722,A woman aborted a fetus after discovering it was male,"Therefore, the feminist blogger who aborted a boy probably fake",b82c9a40-b20c-11e4-9a23-0b6010caa867,89cc3ce0-b20d-11e4-9a23-0b6010caa867,against
723,A woman aborted a fetus after discovering it was male,I aborted my baby because it was a boy: Outrage after feminist blogger claims gender prompted termination,b82c9a40-b20c-11e4-9a23-0b6010caa867,a093d780-b20d-11e4-9a23-0b6010caa867,for
724,A woman aborted a fetus after discovering it was male,Has a woman aborted her baby because it's a boy?,b82c9a40-b20c-11e4-9a23-0b6010caa867,bb062aa0-b20d-11e4-9a23-0b6010caa867,observing
725,"A Ferguson protester held up a sign that read, No mother should have to fear for her son's life every time he robs a store.","Ferguson Protester's Photo Gets Edited Into Racist Meme, Goes Viral",eefe19b0-7b14-11e4-b794-93ed794d7b91,9c1c8810-7b16-11e4-b794-93ed794d7b91,against
726,"A Ferguson protester held up a sign that read, No mother should have to fear for her son's life every time he robs a store.",Dumb Racists Photoshop Ferguson Protester Into Awful Viral Meme,eefe19b0-7b14-11e4-b794-93ed794d7b91,4fbb81e0-7b31-11e4-b794-93ed794d7b91,against
727,20-year-old Deandre Joshua was killed in retaliation for his grand jury testimony in the Michael Brown case.,A Murdered Witness?,863fece0-7b1a-11e4-b794-93ed794d7b91,8c6c2ab0-7b1b-11e4-b794-93ed794d7b91,observing
728,Fidel Castro has died,"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",03eb2ff0-9809-11e4-bb36-07f7e019de19,2eb61440-9839-11e4-bf59-1bb8b99952ce,observing
729,Fidel Castro has died,"Fidel Castro Is Dead, According to Viral Twitter Rumors",03eb2ff0-9809-11e4-bb36-07f7e019de19,454d6600-980b-11e4-bb36-07f7e019de19,observing
730,Fidel Castro has died,WATCH: Twitter catches fire amid rumors of Fidel Castro's death,03eb2ff0-9809-11e4-bb36-07f7e019de19,b7dd51a0-9809-11e4-bb36-07f7e019de19,observing
731,Fidel Castro has died,RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,03eb2ff0-9809-11e4-bb36-07f7e019de19,aebca030-98fe-11e4-bf59-1bb8b99952ce,observing
732,Fidel Castro has died,Rumor Fatigue Sets In at False Alarms of Castro's Death,03eb2ff0-9809-11e4-bb36-07f7e019de19,02adbaf0-98da-11e4-bf59-1bb8b99952ce,against
733,Fidel Castro has died,"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",03eb2ff0-9809-11e4-bb36-07f7e019de19,045eaf90-9938-11e4-bf59-1bb8b99952ce,observing
734,Fidel Castro has died,Confusion as Cuba's Castro mourned instead of Kenya's Fidel,03eb2ff0-9809-11e4-bb36-07f7e019de19,e0b60e40-980a-11e4-bb36-07f7e019de19,against
735,Fidel Castro has died,Hundreds mourn the death of Fidel Castro after rumours sweep Twitter but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?,03eb2ff0-9809-11e4-bb36-07f7e019de19,1d47cd50-9809-11e4-bb36-07f7e019de19,observing
736,Fidel Castro has died,Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,03eb2ff0-9809-11e4-bb36-07f7e019de19,b60bf7c0-982f-11e4-bb36-07f7e019de19,observing
737,Fidel Castro has died,"Fidel Castro Dead? Yes, He Is But The Cuban Leader Is Alive, Death Rumors Proven False",03eb2ff0-9809-11e4-bb36-07f7e019de19,aabfc580-98fd-11e4-bf59-1bb8b99952ce,against
738,Fidel Castro has died,"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",03eb2ff0-9809-11e4-bb36-07f7e019de19,a64a1be0-98fd-11e4-bf59-1bb8b99952ce,observing
739,Fidel Castro has died,Rumors about Fidel Castro's death again circulate on the Internet,03eb2ff0-9809-11e4-bb36-07f7e019de19,b1be0720-983f-11e4-bf59-1bb8b99952ce,observing
