HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.claimHeadline1,Input.articleHeadline1,Input.articleCount1,Input.articleHeadlineStance1,Input.claimHeadline2,Input.articleHeadline2,Input.articleCount2,Input.articleHeadlineStance2,Input.claimHeadline3,Input.articleHeadline3,Input.articleCount3,Input.articleHeadlineStance3,Input.claimHeadline4,Input.articleHeadline4,Input.articleCount4,Input.articleHeadlineStance4,Input.claimHeadline5,Input.articleHeadline5,Input.articleCount5,Input.articleHeadlineStance5,Answer.explain1,Answer.explain2,Answer.explain3,Answer.explain4,Answer.explain5,Answer.stance1,Answer.stance2,Answer.stance3,Answer.stance4,Answer.stance5,Answer.user_feedback,Approve,Reject
3YGE63DIN85RTANVBLUSKK7ZWNH0WG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,33SA9F9TRY2T7K0J9UY9TT4QB6HWEQ,A16,Submitted,Sat May 06 18:28:41 PDT 2017,Sat May 06 18:30:08 PDT 2017,Sun May 07 18:30:08 PDT 2017,,,,87,98% (586/599),98% (586/599),0% (0/0),Some ISIS fighters have contracted Ebola,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2331.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola: World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2332.0,observing,Some ISIS fighters have contracted Ebola,WHO investigates media reports ISIS fighters contracted Ebola,2333.0,observing,Some ISIS fighters have contracted Ebola,Fears Islamic State could launch EBOLA attack on Britain after fighters contract virus,2334.0,observing,Some ISIS fighters have contracted Ebola,Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,2335.0,against,Reports Claim,contracted Ebola,contracted Ebola,contract virus,Have Contracted,Observing,For,For,For,For,{},,
3YGE63DIN85RTANVBLUSKK7ZWNH0WG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3RANCT1ZVGPI8DZU43HIAXD8NTVUBR,A135,Submitted,Sat May 06 20:17:39 PDT 2017,Sat May 06 20:19:08 PDT 2017,Sun May 07 20:19:08 PDT 2017,,,,89,100% (27/27),100% (27/27),100% (27/27),Some ISIS fighters have contracted Ebola,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2331.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola: World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2332.0,observing,Some ISIS fighters have contracted Ebola,WHO investigates media reports ISIS fighters contracted Ebola,2333.0,observing,Some ISIS fighters have contracted Ebola,Fears Islamic State could launch EBOLA attack on Britain after fighters contract virus,2334.0,observing,Some ISIS fighters have contracted Ebola,Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,2335.0,against,Spreading Among,contracted,contracted Ebola,could launch EBOLA,Contracted Ebola,Observing,For,For,Observing,For,{},,
3YGE63DIN85RTANVBLUSKK7ZWNH0WG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3X4JMASXCNH2SRNE6W3YLQP174R0BU,A148,Submitted,Sat May 06 18:54:25 PDT 2017,Sat May 06 18:56:17 PDT 2017,Sun May 07 18:56:17 PDT 2017,,,,112,100% (264/264),0% (0/0),0% (0/0),Some ISIS fighters have contracted Ebola,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2331.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola: World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2332.0,observing,Some ISIS fighters have contracted Ebola,WHO investigates media reports ISIS fighters contracted Ebola,2333.0,observing,Some ISIS fighters have contracted Ebola,Fears Islamic State could launch EBOLA attack on Britain after fighters contract virus,2334.0,observing,Some ISIS fighters have contracted Ebola,Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,2335.0,against,Seeking Cure,showed up,investigates,contract,Refute,For,For,Observing,For,Against,{},,
3YGE63DIN85RTANVBLUSKK7ZWNH0WG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3X65QVEQI1VYZS469PLCUUN7SN0CLK,A123,Submitted,Sat May 06 17:43:35 PDT 2017,Sat May 06 17:45:27 PDT 2017,Sun May 07 17:45:27 PDT 2017,,,,112,100% (707/707),100% (707/707),0% (0/0),Some ISIS fighters have contracted Ebola,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2331.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola: World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2332.0,observing,Some ISIS fighters have contracted Ebola,WHO investigates media reports ISIS fighters contracted Ebola,2333.0,observing,Some ISIS fighters have contracted Ebola,Fears Islamic State could launch EBOLA attack on Britain after fighters contract virus,2334.0,observing,Some ISIS fighters have contracted Ebola,Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,2335.0,against,Reports Claim,contracted Ebola,media reports,EBOLA attack,Media Reports,Observing,For,Observing,For,Observing,{},,
3YGE63DIN85RTANVBLUSKK7ZWNH0WG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3Y54SXRO1MTI4ZTB4P83ARJUT0SUTE,A60,Submitted,Sat May 06 16:55:10 PDT 2017,Sat May 06 16:55:31 PDT 2017,Sun May 07 16:55:31 PDT 2017,,,,21,100% (29/29),100% (29/29),100% (28/28),Some ISIS fighters have contracted Ebola,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2331.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola: World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2332.0,observing,Some ISIS fighters have contracted Ebola,WHO investigates media reports ISIS fighters contracted Ebola,2333.0,observing,Some ISIS fighters have contracted Ebola,Fears Islamic State could launch EBOLA attack on Britain after fighters contract virus,2334.0,observing,Some ISIS fighters have contracted Ebola,Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,2335.0,against,supportive,supportive,supportive,supportive,supportive,For,For,For,For,For,{},,
3KQC8JMJGC05DCR3Z9QBLFVJKBO3HE,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,374TNBHA8C3MTSLOXMBX87EK5H5YQ3,A16,Submitted,Sat May 06 18:20:47 PDT 2017,Sat May 06 18:22:40 PDT 2017,Sun May 07 18:22:40 PDT 2017,,,,113,98% (586/599),98% (586/599),0% (0/0),Some ISIS fighters have contracted Ebola,Has Ebola infected Isis militants in Mosul?,2336.0,observing,Some ISIS fighters have contracted Ebola,WHO: Isis does not have Ebola but contingency plan being developed for Iraq,2337.0,against,Some ISIS fighters have contracted Ebola,"Reports Isis fighters have contracted Ebola are incorrect, says Iraqi health ministry",2338.0,against,Some ISIS fighters have contracted Ebola,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2339.0,observing,Some ISIS fighters have contracted Ebola,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2340.0,observing,Has?,does not have Ebola,incorrect,Claim,May Have Contracted,Observing,Against,Against,Observing,Observing,{},,
3KQC8JMJGC05DCR3Z9QBLFVJKBO3HE,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,38YMOXR4MV7PU5743CFBH5CDU8UW66,A148,Submitted,Sat May 06 19:14:56 PDT 2017,Sat May 06 19:16:24 PDT 2017,Sun May 07 19:16:24 PDT 2017,,,,88,100% (264/264),0% (0/0),0% (0/0),Some ISIS fighters have contracted Ebola,Has Ebola infected Isis militants in Mosul?,2336.0,observing,Some ISIS fighters have contracted Ebola,WHO: Isis does not have Ebola but contingency plan being developed for Iraq,2337.0,against,Some ISIS fighters have contracted Ebola,"Reports Isis fighters have contracted Ebola are incorrect, says Iraqi health ministry",2338.0,against,Some ISIS fighters have contracted Ebola,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2339.0,observing,Some ISIS fighters have contracted Ebola,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2340.0,observing,?,does not,incorrect,Contracted,May Have,Observing,Against,Against,For,Observing,{},,
3KQC8JMJGC05DCR3Z9QBLFVJKBO3HE,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3B837J3LDP4P97OFBV88VB0OKIARSI,A60,Submitted,Sat May 06 16:52:39 PDT 2017,Sat May 06 16:53:07 PDT 2017,Sun May 07 16:53:07 PDT 2017,,,,28,100% (29/29),100% (29/29),100% (28/28),Some ISIS fighters have contracted Ebola,Has Ebola infected Isis militants in Mosul?,2336.0,observing,Some ISIS fighters have contracted Ebola,WHO: Isis does not have Ebola but contingency plan being developed for Iraq,2337.0,against,Some ISIS fighters have contracted Ebola,"Reports Isis fighters have contracted Ebola are incorrect, says Iraqi health ministry",2338.0,against,Some ISIS fighters have contracted Ebola,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2339.0,observing,Some ISIS fighters have contracted Ebola,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2340.0,observing,supportive,does not have,incorrect,supportive,supportive,For,Against,Against,For,For,{},,
3KQC8JMJGC05DCR3Z9QBLFVJKBO3HE,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3BXQMRHWK06ER43RVS7RODO2ZSZUMG,A135,Submitted,Sat May 06 20:22:56 PDT 2017,Sat May 06 20:24:04 PDT 2017,Sun May 07 20:24:04 PDT 2017,,,,68,100% (27/27),100% (27/27),100% (27/27),Some ISIS fighters have contracted Ebola,Has Ebola infected Isis militants in Mosul?,2336.0,observing,Some ISIS fighters have contracted Ebola,WHO: Isis does not have Ebola but contingency plan being developed for Iraq,2337.0,against,Some ISIS fighters have contracted Ebola,"Reports Isis fighters have contracted Ebola are incorrect, says Iraqi health ministry",2338.0,against,Some ISIS fighters have contracted Ebola,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2339.0,observing,Some ISIS fighters have contracted Ebola,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2340.0,observing,infected,not have Ebola,incorrect,Contracted,May Have Contracted,Observing,Against,Against,For,For,{},,
3KQC8JMJGC05DCR3Z9QBLFVJKBO3HE,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3QBD8R3Z22R3A9UOT2VM3DFDVFOO40,A123,Submitted,Sat May 06 18:06:19 PDT 2017,Sat May 06 18:08:40 PDT 2017,Sun May 07 18:08:40 PDT 2017,,,,141,100% (707/707),100% (707/707),0% (0/0),Some ISIS fighters have contracted Ebola,Has Ebola infected Isis militants in Mosul?,2336.0,observing,Some ISIS fighters have contracted Ebola,WHO: Isis does not have Ebola but contingency plan being developed for Iraq,2337.0,against,Some ISIS fighters have contracted Ebola,"Reports Isis fighters have contracted Ebola are incorrect, says Iraqi health ministry",2338.0,against,Some ISIS fighters have contracted Ebola,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2339.0,observing,Some ISIS fighters have contracted Ebola,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2340.0,observing,Has  ?,does not have,are incorrect,Have Contracted,May Have,Observing,Against,Against,For,Observing,{},,
3XJOUITW8UZNPMO0XEJWC6RI5XWTQG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3DUZQ9U6SNWH2E5WKFDIW8PR5OPVSH,A148,Submitted,Sat May 06 19:07:19 PDT 2017,Sat May 06 19:08:33 PDT 2017,Sun May 07 19:08:33 PDT 2017,,,,74,100% (264/264),0% (0/0),0% (0/0),Some ISIS fighters have contracted Ebola,Iraqi Official Dismisses Unfounded Reports That ISIS Fighters Have Ebola,2341.0,against,Some ISIS fighters have contracted Ebola,Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2342.0,observing,Some ISIS fighters have contracted Ebola,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2343.0,observing,Some ISIS fighters have contracted Ebola,ISIS Militants Allegedly Contracted Ebola,2344.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2345.0,against,Dismisses,reports,Have,Contracted,untrue,Against,For,For,For,Against,{},,
3XJOUITW8UZNPMO0XEJWC6RI5XWTQG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3EJJQNKU9SD0JYAZ01W9RXTMB7THRN,A60,Submitted,Sat May 06 16:55:32 PDT 2017,Sat May 06 16:56:06 PDT 2017,Sun May 07 16:56:06 PDT 2017,,,,34,100% (29/29),100% (29/29),100% (28/28),Some ISIS fighters have contracted Ebola,Iraqi Official Dismisses Unfounded Reports That ISIS Fighters Have Ebola,2341.0,against,Some ISIS fighters have contracted Ebola,Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2342.0,observing,Some ISIS fighters have contracted Ebola,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2343.0,observing,Some ISIS fighters have contracted Ebola,ISIS Militants Allegedly Contracted Ebola,2344.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2345.0,against,dismisses,supportive,supportive,supportive,untrue,Against,For,For,For,Against,{},,
3XJOUITW8UZNPMO0XEJWC6RI5XWTQG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3LKC68YZ3BBFJBD83815Y5Y4F8MWOT,A123,Submitted,Sat May 06 17:23:28 PDT 2017,Sat May 06 17:26:12 PDT 2017,Sun May 07 17:26:12 PDT 2017,,,,164,100% (707/707),100% (707/707),0% (0/0),Some ISIS fighters have contracted Ebola,Iraqi Official Dismisses Unfounded Reports That ISIS Fighters Have Ebola,2341.0,against,Some ISIS fighters have contracted Ebola,Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2342.0,observing,Some ISIS fighters have contracted Ebola,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2343.0,observing,Some ISIS fighters have contracted Ebola,ISIS Militants Allegedly Contracted Ebola,2344.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2345.0,against,Dismisses,Ebola among,Reports,Contracted Ebola,untrue,Against,For,Observing,For,Against,{},,
3XJOUITW8UZNPMO0XEJWC6RI5XWTQG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3N8OEVH1FSY7E246CMAVHBLIC6OOOA,A16,Submitted,Sat May 06 18:13:36 PDT 2017,Sat May 06 18:14:32 PDT 2017,Sun May 07 18:14:32 PDT 2017,,,,56,98% (586/599),98% (586/599),0% (0/0),Some ISIS fighters have contracted Ebola,Iraqi Official Dismisses Unfounded Reports That ISIS Fighters Have Ebola,2341.0,against,Some ISIS fighters have contracted Ebola,Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2342.0,observing,Some ISIS fighters have contracted Ebola,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2343.0,observing,Some ISIS fighters have contracted Ebola,ISIS Militants Allegedly Contracted Ebola,2344.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2345.0,against,Unfounded Reports,media reports,Reports,Contracted Ebola,suspected,Observing,Observing,Observing,For,Observing,{},,
3XJOUITW8UZNPMO0XEJWC6RI5XWTQG,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3OLQQLKKNTX7100K2VFU43AI9AAJEK,A159,Submitted,Sat May 06 20:04:22 PDT 2017,Sat May 06 20:10:35 PDT 2017,Sun May 07 20:10:35 PDT 2017,,,,373,0% (0/0),0% (0/0),0% (0/0),Some ISIS fighters have contracted Ebola,Iraqi Official Dismisses Unfounded Reports That ISIS Fighters Have Ebola,2341.0,against,Some ISIS fighters have contracted Ebola,Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2342.0,observing,Some ISIS fighters have contracted Ebola,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2343.0,observing,Some ISIS fighters have contracted Ebola,ISIS Militants Allegedly Contracted Ebola,2344.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2345.0,against,Official,reports,Contracted,Contracted,suspected,For,For,Observing,Observing,Against,{},,
3BC9H1KCYUKOQ5JGJT51CC1J80VWYC,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,33CUSNVVNOK18IUAYOW3N35IIWH88P,A148,Submitted,Sat May 06 18:50:53 PDT 2017,Sat May 06 18:52:12 PDT 2017,Sun May 07 18:52:12 PDT 2017,,,,79,100% (264/264),0% (0/0),0% (0/0),Some ISIS fighters have contracted Ebola,Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,2346.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola,2347.0,observing,Some ISIS fighters have contracted Ebola,WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2348.0,against,Some ISIS fighters have contracted Ebola,"No, there aren't any Ebola cases in Iraq",2349.0,against,Some ISIS fighters have contracted Ebola,ISIS Getting Ebola,2350.0,for,May Be,have contracted,Untrue,No,Getting,Observing,For,Against,Against,For,{},,
3BC9H1KCYUKOQ5JGJT51CC1J80VWYC,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3BC8WZX3V44D8SO2W68351VSYGSRRV,A16,Submitted,Sat May 06 18:31:53 PDT 2017,Sat May 06 18:39:00 PDT 2017,Sun May 07 18:39:00 PDT 2017,,,,427,98% (586/599),98% (586/599),0% (0/0),Some ISIS fighters have contracted Ebola,Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,2346.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola,2347.0,observing,Some ISIS fighters have contracted Ebola,WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2348.0,against,Some ISIS fighters have contracted Ebola,"No, there aren't any Ebola cases in Iraq",2349.0,against,Some ISIS fighters have contracted Ebola,ISIS Getting Ebola,2350.0,for,May Be,contracted Ebola,Reports of Suspected,"No, there aren't",ISIS Getting Ebola,Observing,For,Observing,Against,For,{},,
3BC9H1KCYUKOQ5JGJT51CC1J80VWYC,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3DH6GAKTYZXV7KMFKIUAZ0QOAKSYZZ,A135,Submitted,Sat May 06 20:20:40 PDT 2017,Sat May 06 20:21:34 PDT 2017,Sun May 07 20:21:34 PDT 2017,,,,54,100% (27/27),100% (27/27),100% (27/27),Some ISIS fighters have contracted Ebola,Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,2346.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola,2347.0,observing,Some ISIS fighters have contracted Ebola,WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2348.0,against,Some ISIS fighters have contracted Ebola,"No, there aren't any Ebola cases in Iraq",2349.0,against,Some ISIS fighters have contracted Ebola,ISIS Getting Ebola,2350.0,for,May Be,contracted,Suspected,"No, there aren't",Getting,Observing,For,Against,Against,For,{},,
3BC9H1KCYUKOQ5JGJT51CC1J80VWYC,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3MAOD8E57RICQQIMCYXELZC6Y0ONXZ,A123,Submitted,Sat May 06 18:04:49 PDT 2017,Sat May 06 18:06:17 PDT 2017,Sun May 07 18:06:17 PDT 2017,,,,88,100% (707/707),100% (707/707),0% (0/0),Some ISIS fighters have contracted Ebola,Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,2346.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola,2347.0,observing,Some ISIS fighters have contracted Ebola,WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2348.0,against,Some ISIS fighters have contracted Ebola,"No, there aren't any Ebola cases in Iraq",2349.0,against,Some ISIS fighters have contracted Ebola,ISIS Getting Ebola,2350.0,for,May Be,have contracted Ebola,Suspected,"No, there aren't",Getting Ebola,Observing,For,Observing,Against,For,{},,
3BC9H1KCYUKOQ5JGJT51CC1J80VWYC,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3WI0P0II620J7I5XE5DJ0CEOJF0DRA,A60,Submitted,Sat May 06 16:52:13 PDT 2017,Sat May 06 16:52:38 PDT 2017,Sun May 07 16:52:38 PDT 2017,,,,25,100% (29/29),100% (29/29),100% (28/28),Some ISIS fighters have contracted Ebola,Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,2346.0,observing,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola,2347.0,observing,Some ISIS fighters have contracted Ebola,WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2348.0,against,Some ISIS fighters have contracted Ebola,"No, there aren't any Ebola cases in Iraq",2349.0,against,Some ISIS fighters have contracted Ebola,ISIS Getting Ebola,2350.0,for,supportive,supportive,untrue,there are no cases,supportive,For,For,Against,Against,For,{},,
3TX9T2ZCB99OVVTLFF7KQJALEUZWZ3,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,39DD6S19JQJX1F5OKHIGSXY8S8LEZY,A123,Submitted,Sat May 06 17:42:04 PDT 2017,Sat May 06 17:44:22 PDT 2017,Sun May 07 17:44:22 PDT 2017,,,,138,100% (707/707),100% (707/707),0% (0/0),Some ISIS fighters have contracted Ebola,Iraqi media: ISIS militants have contracted Ebola,2351.0,observing,Some ISIS fighters have contracted Ebola,Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2352.0,observing,ISIS used chlorine gas in an attack near Fallujah,IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,2353.0,for,ISIS used chlorine gas in an attack near Fallujah,ISIS chlorine attack on security forces confirmed Iraq officials,2354.0,observing,ISIS used chlorine gas in an attack near Fallujah,Islamic State accused of using chlorine gas on Iraqi soldiers,2355.0,observing,have contracted,Weaponized Ebola?,with Chlorine Gas,chlorine attack,using chlorine,For,Observing,For,For,For,{},,
